Locus_tag	Orig_Location	Orig_Num_Transcripts	Contig:start-end	Strand	Gene_Length	Num_Transcripts	mRNA_AED	CDS_AED	Description
I1I15_000254	contig1:621447-622313	1	contig1:621447-622313	+	866	1	0.000	0.000	no change
I1I15_000255	contig1:622932-623578	1	contig1:622932-623578	+	646	1	0.000	0.000	no change
I1I15_000256	contig1:623690-624520	1	contig1:623690-624520	+	830	1	0.000	0.000	no change
I1I15_000257	contig1:625627-626414	1	contig1:625627-626414	-	787	1	0.000	0.000	no change
I1I15_000258	contig1:627601-628928	1	contig1:627601-628928	+	1327	1	0.000	0.000	no change
I1I15_000259	contig1:629050-629718	1	contig1:629050-629837	-	787	1	0.076	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_000260	contig1:632573-633722	1	contig1:632573-633722	-	1149	1	0.000	0.000	no change
I1I15_000261	contig1:635674-635926	1	contig1:635674-635926	-	252	1	0.000	0.000	no change
I1I15_000262	contig1:636033-636482	1	contig1:636033-636482	-	449	1	0.000	0.000	no change
I1I15_000263	contig1:639355-639427	1	contig1:639355-639427	-	72	1	0.000	0.000	no change
I1I15_000264	contig1:640335-642261	1	contig1:640335-642261	-	1926	1	0.000	0.000	no change
I1I15_000265	contig1:642959-643783	1	contig1:642959-643783	-	824	1	0.000	0.000	no change
I1I15_000266	contig1:644807-645844	1	contig1:644662-645924	+	1262	3	0.036	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000267	contig1:647259-647330	1	contig1:647259-647330	-	71	1	0.000	0.000	no change
I1I15_000268	contig1:648601-650399	1	contig1:648601-650399	-	1798	1	0.000	0.000	no change
I1I15_000269	contig1:650935-651672	1	contig1:650935-651672	-	737	1	0.000	0.000	no change
I1I15_000270	contig1:653279-654046	1	contig1:653279-654046	+	767	1	0.000	0.000	no change
I1I15_000271	contig1:654429-655379	1	contig1:654429-655379	+	950	1	0.000	0.000	no change
I1I15_000272	contig1:655848-660304	1	contig1:655716-660304	-	4588	1	0.016	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_000273	contig1:661287-663093	1	contig1:661287-663093	+	1806	1	0.000	0.000	no change
I1I15_000274	contig1:663575-664174	1	contig1:663575-664174	-	599	1	0.000	0.000	no change
I1I15_000275	contig1:665827-666519	1	contig1:665827-666519	-	692	1	0.000	0.000	no change
I1I15_000276	contig1:667277-668750	1	contig1:667277-668750	-	1473	1	0.000	0.000	no change
I1I15_000277	contig1:669367-670839	1	contig1:669280-670839	-	1559	1	0.028	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_000278	contig1:671761-673437	1	contig1:671761-673437	-	1676	1	0.000	0.000	no change
I1I15_000279	contig1:674126-675871	1	contig1:674007-677067	+	3060	1	0.222	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000280	contig1:677426-679193	1	contig1:677426-679193	+	1767	1	0.000	0.000	no change
I1I15_000281	contig1:679337-680429	1	contig1:679337-680499	-	1162	1	0.034	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_000282	contig1:680893-681903	1	contig1:680893-681903	+	1010	1	0.000	0.000	no change
I1I15_000283	contig1:681943-682683	1	contig1:681943-682683	+	740	1	0.000	0.000	no change
I1I15_000284	contig1:688394-689155	1	contig1:688394-689155	-	761	1	0.000	0.000	no change
I1I15_000285	contig1:689444-693317	1	contig1:689444-693317	-	3873	1	0.000	0.000	no change
I1I15_000286	contig1:696103-697611	1	contig1:696103-697611	+	1508	1	0.000	0.000	no change
I1I15_000287	contig1:698175-700474	1	contig1:698175-700474	-	2299	1	0.000	0.000	no change
I1I15_000288	contig1:700898-702754	1	contig1:700814-702833	+	2019	1	0.054	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000289	contig1:703737-705019	1	contig1:703737-705019	+	1282	1	0.000	0.000	no change
I1I15_000290	contig1:705172-707820	1	contig1:705172-707820	-	2648	1	0.000	0.000	no change
I1I15_000291	contig1:710645-711469	1	contig1:710373-711469	-	1096	1	0.124	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_000292	contig1:713064-714005	1	contig1:712709-714190	+	1481	1	0.199	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000293	contig1:714407-714889	1	contig1:714407-714889	+	482	1	0.000	0.000	no change
I1I15_000294	contig1:715610-717267	1	contig1:715610-717267	+	1657	1	0.000	0.000	no change
I1I15_000295	contig1:717483-718868	1	contig1:717483-720285	-	2802	1	0.253	0.157	gene coordinates updated;5prime UTR added;mRNA updated;CDS update [translation pident: 68%]
I1I15_000296	contig1:720300-720587	1	contig1:720300-720589	-	289	1	0.003	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_000297	contig1:724710-726434	1	contig1:724710-726434	+	1724	1	0.000	0.000	no change
I1I15_000298	contig1:726689-730162	1	contig1:726689-730162	-	3473	1	0.000	0.000	no change
I1I15_000299	contig1:731702-733704	1	contig1:731702-733704	+	2002	1	0.000	0.000	no change
I1I15_000300	contig1:734887-737132	1	contig1:734887-737132	-	2245	1	0.000	0.000	no change
I1I15_000301	contig1:744453-746983	1	contig1:744453-746983	+	2530	1	0.000	0.000	no change
I1I15_000302	contig1:749404-750698	1	contig1:749404-750698	+	1294	1	0.000	0.000	no change
I1I15_000303	contig1:752529-753753	1	contig1:752529-753753	-	1224	1	0.000	0.000	no change
I1I15_000304	contig1:754566-756713	1	contig1:754566-756713	-	2147	1	0.000	0.000	no change
I1I15_000305	contig1:767063-770038	1	contig1:767063-770038	-	2975	1	0.000	0.000	no change
I1I15_000306	contig1:770640-772010	1	contig1:770640-772010	-	1370	1	0.000	0.000	no change
I1I15_000307	contig1:773882-775989	1	contig1:773882-775989	+	2107	1	0.000	0.000	no change
I1I15_000308	contig1:776421-777894	1	contig1:776593-778827	+	2234	1	0.316	0.123	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 75%]
I1I15_000309	contig1:779729-780199	1	contig1:779729-780199	+	470	1	0.000	0.000	no change
I1I15_000310	contig1:781108-781761	1	contig1:781108-782175	+	1067	1	0.194	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_000311	contig1:782933-783298	1	contig1:782933-783298	+	365	1	0.000	0.000	no change
I1I15_000312	contig1:784329-784967	1	contig1:784329-784967	+	638	1	0.000	0.000	no change
I1I15_000313	contig1:785657-787156	1	contig1:785657-787156	+	1499	1	0.000	0.000	no change
I1I15_000314	contig1:787630-789540	1	contig1:787630-789579	+	1949	1	0.011	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_000315	contig1:790271-790642	1	contig1:790271-790642	+	371	1	0.000	0.000	no change
I1I15_000316	contig1:791160-793085	1	contig1:791160-793156	-	1996	1	0.019	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_000317	contig1:793469-794430	1	contig1:793469-794430	+	961	1	0.000	0.000	no change
I1I15_000318	contig1:794692-795945	1	contig1:794692-795945	-	1253	1	0.000	0.000	no change
I1I15_000319	contig1:796393-797458	1	contig1:796393-797458	+	1065	1	0.000	0.000	no change
I1I15_000320	contig1:797753-798999	1	contig1:797753-798999	-	1246	1	0.000	0.000	no change
I1I15_000321	contig1:800191-802165	1	contig1:800191-802165	+	1974	1	0.000	0.000	no change
I1I15_000322	contig1:805551-806081	1	contig1:805551-806081	+	530	1	0.000	0.000	no change
I1I15_000323	contig1:806304-806667	1	contig1:806304-806667	+	363	1	0.000	0.000	no change
I1I15_000324	contig1:807464-808038	1	contig1:807464-808038	+	574	1	0.000	0.000	no change
I1I15_000325	contig1:809553-811983	1	contig1:809553-811983	+	2430	1	0.000	0.000	no change
I1I15_000326	contig1:812498-812950	1	contig1:812498-812950	-	452	1	0.000	0.000	no change
I1I15_000327	contig1:814185-814796	1	contig1:813800-814972	-	1172	1	0.334	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000328	contig1:815144-817988	1	contig1:815144-817988	+	2844	1	0.000	0.000	no change
I1I15_000329	contig1:818888-821661	1	contig1:818888-821661	+	2773	1	0.000	0.000	no change
I1I15_000330	contig1:822541-823567	1	contig1:822541-823567	+	1026	1	0.000	0.000	no change
I1I15_000331	contig1:823912-824922	1	contig1:823912-824922	-	1010	1	0.000	0.000	no change
I1I15_000332	contig1:825241-825399	1	contig1:825241-825399	-	158	1	0.000	0.000	no change
I1I15_000333	contig1:826604-828619	1	contig1:826604-828619	-	2015	1	0.000	0.000	no change
I1I15_000334	contig1:831599-831680	1	contig1:831599-831680	+	81	1	0.000	0.000	no change
I1I15_000335	contig1:832361-834805	1	contig1:832361-834805	+	2444	1	0.000	0.000	no change
I1I15_000336	contig1:835245-838026	1	contig1:835245-838026	+	2781	1	0.000	0.000	no change
I1I15_000337	contig1:838664-839927	1	contig1:838664-839927	-	1263	1	0.000	0.000	no change
I1I15_000338	contig1:840868-842247	1	contig1:840868-842247	-	1379	1	0.000	0.000	no change
I1I15_000339	contig1:843300-843759	1	contig1:843300-843759	+	459	1	0.000	0.000	no change
I1I15_000340	contig1:844055-846619	1	contig1:844055-846619	-	2564	1	0.000	0.000	no change
I1I15_000341	contig1:848514-849959	1	contig1:848235-850199	+	1964	2	0.074	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000342	contig1:851071-852292	1	contig1:851071-852292	+	1221	1	0.000	0.000	no change
I1I15_000343	contig1:853785-855429	1	contig1:853785-855429	-	1644	1	0.000	0.000	no change
I1I15_000344	contig1:855882-856955	1	contig1:855882-856955	+	1073	1	0.000	0.000	no change
I1I15_000345	contig1:857754-858932	1	contig1:857754-858932	+	1178	1	0.000	0.000	no change
I1I15_000346	contig1:860473-860892	1	contig1:860473-860892	-	419	1	0.000	0.000	no change
I1I15_000347	contig1:862390-863928	1	contig1:862262-864320	+	2058	1	0.177	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000348	contig1:864938-867685	1	contig1:864570-868148	+	3578	1	0.126	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000349	contig1:871987-873019	1	contig1:871987-873019	+	1032	1	0.000	0.000	no change
I1I15_000350	contig1:874983-876270	1	contig1:874983-876270	-	1287	1	0.000	0.000	no change
I1I15_000351	contig1:876892-877927	1	contig1:876892-877927	+	1035	1	0.000	0.000	no change
I1I15_000352	contig1:878257-878776	1	contig1:877955-878878	+	923	1	0.225	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000353	contig1:879578-879648	1	contig1:879578-879648	-	70	1	0.000	0.000	no change
I1I15_000354	contig1:879817-880441	1	contig1:879717-880482	-	765	1	0.117	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000355	contig1:880885-881878	1	contig1:880692-881878	-	1186	1	0.097	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_000356	contig1:885568-888175	1	contig1:885555-888261	-	2706	1	0.019	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000357	contig1:889019-889768	1	contig1:889019-889768	-	749	1	0.000	0.000	no change
I1I15_000358	contig1:890404-892072	1	contig1:890404-892072	-	1668	1	0.000	0.000	no change
I1I15_000359	contig1:893313-895010	1	contig1:893313-895010	-	1697	1	0.000	0.000	no change
I1I15_000360	contig1:896155-897057	1	contig1:896155-897057	-	902	1	0.000	0.000	no change
I1I15_000361	contig1:897950-899363	1	contig1:897950-899363	+	1413	1	0.000	0.000	no change
I1I15_000362	contig1:900006-901739	1	contig1:900006-901739	-	1733	1	0.000	0.000	no change
I1I15_000363	contig1:903554-904489	1	contig1:903554-904489	-	935	1	0.000	0.000	no change
I1I15_000364	contig1:905079-906032	1	contig1:905079-906032	-	953	1	0.000	0.000	no change
I1I15_000365	contig1:908604-909248	1	contig1:908604-909248	+	644	1	0.000	0.000	no change
I1I15_000366	contig1:909472-910986	1	contig1:909472-910986	-	1514	1	0.000	0.000	no change
I1I15_000367	contig1:914557-915656	1	contig1:914557-915656	+	1099	1	0.000	0.000	no change
I1I15_000368	contig1:915993-918839	1	contig1:915993-918839	+	2846	1	0.000	0.000	no change
I1I15_000369	contig1:919133-931248	1	contig1:918986-931290	-	12304	1	0.008	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000370	contig1:932169-932749	1	contig1:932169-932749	+	580	1	0.000	0.000	no change
I1I15_000371	contig1:932887-933969	1	contig1:932887-933969	-	1082	1	0.000	0.000	no change
I1I15_000372	contig1:935056-936362	1	contig1:935056-936362	+	1306	1	0.000	0.000	no change
I1I15_000373	contig1:937406-939158	1	contig1:937406-939158	+	1752	1	0.000	0.000	no change
I1I15_000374	contig1:942446-943345	1	contig1:942446-943345	+	899	1	0.000	0.000	no change
I1I15_000375	contig1:943978-945803	1	contig1:943978-945803	+	1825	1	0.000	0.000	no change
I1I15_000376	contig1:946472-948522	1	contig1:946472-948522	-	2050	1	0.000	0.000	no change
I1I15_000377	contig1:949649-951285	1	contig1:949649-951285	+	1636	1	0.000	0.000	no change
I1I15_000378	contig1:951481-952489	1	contig1:951481-952489	-	1008	1	0.000	0.000	no change
I1I15_000379	contig1:952844-954586	1	contig1:952844-954586	-	1742	1	0.000	0.000	no change
I1I15_000380	contig1:955586-959294	1	contig1:955586-959294	-	3708	1	0.000	0.000	no change
I1I15_000381	contig1:960465-961495	1	contig1:960053-961664	-	1611	1	0.214	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000382	contig1:962546-965265	1	contig1:961926-966819	-	4893	1	0.216	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000383	contig1:971515-972637	1	contig1:971515-972637	-	1122	1	0.000	0.000	no change
I1I15_000384	contig1:973398-974081	1	contig1:973398-974081	-	683	1	0.000	0.000	no change
I1I15_000385	contig1:975651-976352	1	contig1:975651-976352	+	701	1	0.000	0.000	no change
I1I15_000386	contig1:979322-982766	1	contig1:979322-982766	+	3444	1	0.000	0.000	no change
I1I15_000387	contig1:983381-983740	1	contig1:983381-983740	+	359	1	0.000	0.000	no change
I1I15_000388	contig1:984277-985512	1	contig1:984277-985512	-	1235	1	0.000	0.000	no change
I1I15_000389	contig1:985923-986798	1	contig1:985923-986798	-	875	1	0.000	0.000	no change
I1I15_000390	contig1:987480-988478	1	contig1:986908-988556	+	1648	1	0.207	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000391	contig1:988878-990998	1	contig1:988878-990998	+	2120	1	0.000	0.000	no change
I1I15_000392	contig1:1000484-1002016	1	contig1:1000484-1002016	-	1532	1	0.000	0.000	no change
I1I15_000393	contig1:1002983-1004318	1	contig1:1002983-1004318	-	1335	1	0.000	0.000	no change
I1I15_000394	contig1:1008239-1010104	1	contig1:1008239-1010104	-	1865	1	0.000	0.000	no change
I1I15_000395	contig1:1014340-1017861	1	contig1:1014340-1017861	-	3521	1	0.000	0.000	no change
I1I15_000396	contig1:1018739-1019553	1	contig1:1018739-1019553	-	814	1	0.000	0.000	no change
I1I15_000397	contig1:1020515-1022127	1	contig1:1019942-1023064	-	3122	1	0.247	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000398	contig1:1037128-1039955	1	contig1:1037128-1039955	-	2827	1	0.000	0.000	no change
I1I15_000399	contig1:1041063-1042496	1	contig1:1041063-1042496	-	1433	1	0.000	0.000	no change
I1I15_000400	contig1:1043636-1044799	1	contig1:1043636-1044799	-	1163	1	0.000	0.000	no change
I1I15_000401	contig1:1046621-1047199	1	contig1:1046621-1047199	-	578	1	0.000	0.000	no change
I1I15_000402	contig1:1048374-1049538	1	contig1:1047861-1049593	+	1732	1	0.171	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000403	contig1:1049969-1050181	1	contig1:1049969-1050181	+	212	1	0.000	0.000	no change
I1I15_000404	contig1:1050329-1050493	1	contig1:1050329-1050493	+	164	1	0.000	0.000	no change
I1I15_000405	contig1:1052333-1053966	1	contig1:1052333-1053966	+	1633	1	0.000	0.000	no change
I1I15_000406	contig1:1054521-1055015	1	contig1:1054521-1055015	+	494	1	0.000	0.000	no change
I1I15_000407	contig1:1055468-1056115	1	contig1:1055468-1056115	+	647	1	0.000	0.000	no change
I1I15_000408	contig1:1058114-1059171	1	contig1:1058114-1059171	-	1057	1	0.000	0.000	no change
I1I15_000409	contig1:1059959-1060333	1	contig1:1059959-1060333	+	374	1	0.000	0.000	no change
I1I15_000410	contig1:1060385-1061157	1	contig1:1060385-1061157	+	772	1	0.000	0.000	no change
I1I15_000411	contig1:1061502-1063064	1	contig1:1061502-1063064	-	1562	1	0.000	0.000	no change
I1I15_000412	contig1:1063797-1066553	1	contig1:1063797-1066553	+	2756	1	0.000	0.000	no change
I1I15_000413	contig1:1066752-1067490	1	contig1:1066752-1067490	-	738	1	0.000	0.000	no change
I1I15_000414	contig1:1067910-1068272	1	contig1:1067910-1068272	-	362	1	0.000	0.000	no change
I1I15_000415	contig1:1068276-1068884	1	contig1:1068276-1068884	-	608	1	0.000	0.000	no change
I1I15_000416	contig1:1069840-1071006	1	contig1:1069522-1071020	-	1498	1	0.111	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000417	contig1:1072099-1073368	1	contig1:1071973-1074192	+	2219	1	0.236	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_000418	contig1:1073789-1076355	1	contig1:1073789-1076355	-	2566	1	0.000	0.000	no change
I1I15_000419	contig1:1078001-1079044	1	contig1:1078001-1079044	+	1043	1	0.000	0.000	no change
I1I15_000420	contig1:1079302-1082457	1	contig1:1079302-1082457	-	3155	1	0.000	0.000	no change
I1I15_000421	contig1:1082747-1083800	1	contig1:1082641-1083891	+	1250	1	0.121	0.036	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 93%]
I1I15_000422	contig1:1084209-1084674	1	contig1:1084209-1084674	-	465	1	0.000	0.000	no change
I1I15_000423	contig1:1085358-1090594	1	contig1:1085358-1090594	+	5236	1	0.000	0.000	no change
I1I15_000424	contig1:1090804-1092384	1	contig1:1090804-1092384	-	1580	1	0.000	0.000	no change
I1I15_000425	contig1:1093381-1094692	1	contig1:1093381-1094692	+	1311	1	0.000	0.000	no change
I1I15_000426	contig1:1095149-1098643	1	contig1:1095149-1098643	-	3494	1	0.000	0.000	no change
I1I15_000427	contig1:1099320-1099809	1	contig1:1099320-1099809	+	489	1	0.000	0.000	no change
I1I15_000428	contig1:1100982-1102433	1	contig1:1100982-1102433	-	1451	1	0.000	0.000	no change
I1I15_000429	contig1:1103661-1105244	1	contig1:1103661-1105244	+	1583	1	0.000	0.000	no change
I1I15_000430	contig1:1106106-1108101	1	contig1:1106106-1108101	+	1995	1	0.000	0.000	no change
I1I15_000431	contig1:1109485-1111547	1	contig1:1109485-1111547	+	2062	1	0.000	0.000	no change
I1I15_000432	contig1:1112115-1113138	1	contig1:1112115-1113138	+	1023	1	0.000	0.000	no change
I1I15_000433	contig1:1113881-1114775	1	contig1:1113881-1114775	-	894	1	0.000	0.000	no change
I1I15_000434	contig1:1115009-1116937	1	contig1:1115009-1116937	-	1928	1	0.000	0.000	no change
I1I15_000435	contig1:1118000-1119394	1	contig1:1118000-1119394	+	1394	1	0.000	0.000	no change
I1I15_000436	contig1:1120168-1120842	1	contig1:1120168-1120842	-	674	1	0.000	0.000	no change
